𫝈	㑮
摩托船	摩托船
摩托车	摩托車
桑托斯	桑托斯
法拉托	法拉托
乌托邦	烏托邦
皮托管	皮托管
科托努	科托努
莱索托	萊索托
蓝托斯	藍托斯
衬托物	襯托物
托人情	託人情
托儿所	託兒所
托管国	託管國
赖索托	賴索托
阿托品	阿托品
马普托	馬普托
麦卡托	麥卡托
不负所托	不負所托
信托贸易	信托貿易
信托公司	信託公司
反托拉斯	反托拉斯
受人之托	受人之託
可可托海	可可托海
哑子托梦	啞子托夢
单位信托	單位信托
土托鱼羹	土托魚羹
奥托瓦兹	奧托瓦茲
奥特朗托	奧特朗托
存托凭证	存託憑證
徒托空言	徒託空言
忠人之托	忠人之托
托勒密王	托勒密王
托塔天王	托塔天王
托木尔峰	托木爾峰
托比亚斯	托比亞斯
托福考试	托福考試
托罗斯山	托羅斯山
托老中心	托老中心
托荤咸食	托葷鹹食
托足无门	托足無門
托辣斯法	托辣斯法
托运行李	托運行李
拉托维亚	拉托維亞
指亲托故	指親托故
推托之词	推托之詞
摩托罗拉	摩托羅拉
摩托车组	摩托車組
沿门托钵	沿門托缽
温根托海	溫根托海
乌洛托品	烏洛托品
乌兰巴托	烏蘭巴托
终身有托	終身有托
罗斯托夫	羅斯托夫
圣哈辛托	聖哈辛托
托古讽今	託古諷今
设言托意	設言托意
贝那芬托	貝那芬托
负图之托	負圖之托
集中托运	集中托運
预托证券	預託證券
马尼托巴	馬尼托巴
一挂	一掛
不挂	不掛
佩挂	佩掛
倒挂	倒掛
加挂	加掛
外挂	外掛
张挂	張掛
惦挂	惦掛
悬挂	懸掛
披挂	披掛
挂上	掛上
挂下	掛下
挂住	掛住
挂来	掛來
挂僵	掛僵
挂入	掛入
挂冠	掛冠
挂到	掛到
挂勾	掛勾
挂名	掛名
挂单	掛單
挂图	掛圖
挂在	掛在
挂失	掛失
挂好	掛好
挂孝	掛孝
挂帅	掛帥
挂帐	掛帳
挂得	掛得
挂心	掛心
挂念	掛念
挂意	掛意
挂虑	掛慮
挂怀	掛懷
挂成	掛成
挂掉	掛掉
挂搭	掛搭
挂断	掛斷
挂有	掛有
挂架	掛架
挂满	掛滿
挂漏	掛漏
挂火	掛火
挂灯	掛燈
挂牌	掛牌
挂的	掛的
挂碍	掛礙
挂帘	掛簾
挂篮	掛籃
挂红	掛紅
挂号	掛號
挂衣	掛衣
挂记	掛記
挂账	掛賬
挂起	掛起
挂车	掛車
挂轴	掛軸
挂进	掛進
挂过	掛過
挂钩	掛鉤
挂锁	掛鎖
挂零	掛零
挂齿	掛齒
牵挂	牽掛
记挂	記掛
高挂	高掛
不挂眼	不掛眼
二丁挂	二丁掛
全挂子	全掛子
劈挂拳	劈掛拳
单挂号	單掛號
外挂式	外掛式
寄挂号	寄掛號
小挂儿	小掛兒
张挂在	張掛在
张挂起	張掛起
悬挂在	懸掛在
悬挂物	懸掛物
挂一挂	掛一掛
挂上来	掛上來
挂上去	掛上去
挂上钩	掛上鉤
挂下来	掛下來
挂下去	掛下去
挂不上	掛不上
挂不下	掛不下
挂不住	掛不住
挂味儿	掛味兒
挂坠盒	掛墜盒
挂幌子	掛幌子
挂招牌	掛招牌
挂球蛋	掛球蛋
挂红灯	掛紅燈
挂络儿	掛絡兒
挂羊头	掛羊頭
挂落儿	掛落兒
挂号信	掛號信
挂号处	掛號處
挂号证	掛號證
挂号费	掛號費
挂衣冠	掛衣冠
挂衣架	掛衣架
挂衣钩	掛衣鉤
挂货铺	掛貨鋪
挂起来	掛起來
挂进来	掛進來
挂进去	掛進去
挂过来	掛過來
挂过去	掛過去
挂钩儿	掛鉤兒
挂钩子	掛鉤子
挂镜儿	掛鏡兒
挂头牌	掛頭牌
挂龙雨	掛龍雨
笨蛋挂	笨蛋掛
丝挂子	絲掛子
号挂子	號掛子
双挂号	雙掛號
一挂之下	一掛之下
一丝不挂	一絲不掛
不足挂齿	不足掛齒
何足挂齿	何足掛齒
倒挂金钩	倒掛金鉤
分数挂帅	分數掛帥
加挂车厢	加掛車廂
吃挂络儿	吃掛絡兒
报值挂号	報值掛號
大马步挂	大馬步掛
季札挂剑	季札掛劍
寄挂号信	寄掛號信
寸丝不挂	寸絲不掛
带膆貂挂	帶膆貂掛
延陵挂剑	延陵掛劍
张挂起来	張掛起來
悬挂国旗	懸掛國旗
悬肠挂肚	懸腸掛肚
披挂上阵	披掛上陣
披挂绰鎗	披掛綽鎗
披红挂彩	披紅掛綵
披肝挂胆	披肝掛膽
挂一漏百	掛一漏百
挂来挂去	掛來掛去
挂冠求去	掛冠求去
挂冠而去	掛冠而去
挂印悬牌	掛印懸牌
挂印而逃	掛印而逃
挂名夫妻	掛名夫妻
挂在口上	掛在口上
挂在嘴上	掛在嘴上
挂在嘴边	掛在嘴邊
挂失止付	掛失止付
挂灯结彩	掛燈結綵
挂牌汇率	掛牌匯率
挂肚牵心	掛肚牽心
挂肚牵肠	掛肚牽腸
挂肠悬胆	掛腸懸膽
挂角读书	掛角讀書
无所牵挂	無所牽掛
无挂无碍	無掛無礙
无牵无挂	無牽無掛
无足挂齿	無足掛齒
牛角挂书	牛角掛書
牵三挂四	牽三掛四
牵五挂四	牽五掛四
牵心挂肠	牽心掛腸
牵肚挂肠	牽肚掛腸
牵肠挂肚	牽腸掛肚
穿麻挂孝	穿麻掛孝
羚羊挂角	羚羊掛角
自动挂挡	自動掛擋
补挂朝珠	補掛朝珠
亲自挂帅	親自掛帥
配件挂勾	配件掛勾
金榜挂名	金榜掛名
金钱挂帅	金錢掛帥
一念	一念
不念	不念
之念	之念
也念	也念
他念	他念
你念	你念
来念	來唸
俗念	俗念
信念	信念
倒念	倒唸
先念	先念
光念	光念
再念	再念
刘念	劉念
动念	動念
勿念	勿念
去念	去唸
口念	口唸
叨念	叨唸
各念	各念
唱念	唱唸
念佛	唸佛
念作	唸作
念到	唸到
念叨	唸叨
念吧	唸吧
念咒	唸咒
念啊	唸啊
念完	唸完
念对	唸對
念曰	唸曰
念书	唸書
念白	唸白
念的	唸的
念经	唸經
念诗	唸詩
念诵	唸誦
念错	唸錯
善念	善念
在念	在唸
地念	地念
垂念	垂念
执念	執念
奢念	奢念
妄念	妄念
存念	存念
官念	官念
小念	小念
就念	就唸
幻念	幻念
心念	心念
念一	念一
念上	念上
念不	念不
念中	念中
念之	念之
念他	念他
念以	念以
念你	念你
念来	念來
念儿	念兒
念冰	念冰
念力	念力
念及	念及
念可	念可
念和	念和
念在	念在
念她	念她
念好	念好
念得	念得
念心	念心
念念	念念
念情	念情
念想	念想
念慈	念慈
念成	念成
念我	念我
念日	念日
念是	念是
念有	念有
念此	念此
念母	念母
念法	念法
念珠	念珠
念琛	念琛
念生	念生
念着	念着 唸着
念给	念給
念旧	念舊
念起	念起
念这	念這
念过	念過
念道	念道
念都	念都
念青	念青
念头	念頭
念鱼	念魚
念点	念點
思念	思念
怨念	怨念
悼念	悼念
惦念	惦念
想念	想念
意念	意念
爱念	愛念
感念	感念
欲念	慾念
忆念	憶念
怀念	懷念
悬念	懸念
恋念	戀念
我念	我念
所念	所念
改念	改唸
断念	斷念
是念	是念
时念	時念
会念	會念
概念	概念
正念	正念
歹念	歹念
残念	殘念
没念	沒念
法念	法念
淫念	淫念
深念	深念
渴念	渴念
无念	無念
熟念	熟念
为念	爲念
牵念	牽念
理念	理念
留念	留念
异念	異念
疑念	疑念
痴念	痴念
百念	百念
相念	相念
眷念	眷念
瞻念	瞻念
祷念	禱唸
私念	私念
称念	稱念
纪念	紀念
要念	要念
观念	觀念
记念	記念
话念	話念
诵念	誦唸
护念	護念
贪念	貪念
轸念	軫念
转念	轉念
追念	追念
遥念	遙念
遗念	遺念
邪念	邪念
都念	都念
闪念	閃念
关念	關念
杂念	雜念
顾念	顧念
体念	體念
默念	默唸
朴念仁	樸念仁
纪念周	紀念週
念念有词	唸唸有詞
周年纪念	週年紀念
愿寘诚念	願寘誠念
三苏	三蘇
二苏	二蘇
占苏	佔蘇
来苏	來蘇
噜苏	嚕囌
囉苏	囉囌
姑苏	姑蘇
小苏	小蘇
屠苏	屠蘇
山苏	山蘇
昆苏	崑蘇
扶苏	扶蘇
昭苏	昭蘇
樵苏	樵蘇
江苏	江蘇
流苏	流蘇
滴苏	滴蘇
乌苏	烏蘇
苏醒	甦醒
白苏	白蘇
紫苏	紫蘇
美苏	美蘇
苏丹	蘇丹
苏俄	蘇俄
苏共	蘇共
苏北	蘇北
苏区	蘇區
苏堤	蘇堤
苏家	蘇家
苏宁	蘇寧
苏峻	蘇峻
苏昆	蘇崑
苏州	蘇州
苏建	蘇建
苏式	蘇式
苏息	蘇息
苏打	蘇打
苏拉	蘇拉
苏方	蘇方
苏木	蘇木
苏杭	蘇杭
苏武	蘇武
苏洵	蘇洵
苏澳	蘇澳
苏尔	蘇爾
苏珊	蘇珊
苏瓦	蘇瓦
苏白	蘇白
苏杯	蘇盃
苏秦	蘇秦
苏糖	蘇糖
苏绣	蘇繡
苏联	蘇聯
苏芮	蘇芮
苏菜	蘇菜
苏菲	蘇菲
苏蕙	蘇蕙
苏苏	蘇蘇
苏铁	蘇鐵
苏隄	蘇隄
苏非	蘇非
苏头	蘇頭
谢苏	謝蘇
阿苏	阿蘇
来苏水	來蘇水
来苏糖	來蘇糖
前苏联	前蘇聯
原苏联	原蘇聯
大苏打	大蘇打
小苏打	小蘇打
屠苏酒	屠蘇酒
摩苏尔	摩蘇爾
昭苏县	昭蘇縣
曼苏尔	曼蘇爾
江苏人	江蘇人
江苏省	江蘇省
江苏队	江蘇隊
洋紫苏	洋紫蘇
流苏帐	流蘇帳
流苏髻	流蘇髻
乌苏市	烏蘇市
乌苏拉	烏蘇拉
苏仙区	甦仙區
苏醒剂	甦醒劑
答剌苏	答剌蘇
紫苏属	紫蘇屬
紫苏梅	紫蘇梅
维苏威	維蘇威
苏丹人	蘇丹人
苏伊士	蘇伊士
苏占区	蘇佔區
苏利南	蘇利南
苏子油	蘇子油
苏家屯	蘇家屯
苏州人	蘇州人
苏州城	蘇州城
苏州市	蘇州市
苏州码	蘇州碼
苏州话	蘇州話
苏打水	蘇打水
苏打粉	蘇打粉
苏拉特	蘇拉特
苏拉育	蘇拉育
苏枋木	蘇枋木
苏格兰	蘇格蘭
苏梅岛	蘇梅島
苏氨酸	蘇氨酸
苏澳港	蘇澳港
苏澳镇	蘇澳鎮
苏禄岛	蘇祿島
苏维埃	蘇維埃
苏罗河	蘇羅河
苏美人	蘇美人
苏美尔	蘇美爾
苏联人	蘇聯人
苏胺酸	蘇胺酸
铁苏木	鐵蘇木
阿苏山	阿蘇山
下有苏杭	下有蘇杭
噜噜苏苏	嚕嚕囌囌
囉囉苏苏	囉囉囌囌
小苏打粉	小蘇打粉
山有扶苏	山有扶蘇
提拉米苏	提拉米蘇
摩苏尔市	摩蘇爾市
明尼苏达	明尼蘇達
樵苏不爨	樵蘇不爨
江苏南钢	江蘇南鋼
滴羞都苏	滴羞都蘇
苏醒过来	甦醒過來
白古苏花	白古蘇花
累块积苏	累塊積蘇
苏丹达佛	蘇丹達佛
苏伊士河	蘇伊士河
苏姆盖特	蘇姆蓋特
苏家屯区	蘇家屯區
苏宁电器	蘇寧電器
苏州地区	蘇州地區
苏州大学	蘇州大學
苏州弹词	蘇州彈詞
苏州码子	蘇州碼子
苏州评弹	蘇州評彈
苏必略湖	蘇必略湖
苏拉威西	蘇拉威西
苏格拉底	蘇格拉底
苏格兰人	蘇格蘭人
苏格兰场	蘇格蘭場
苏格兰帽	蘇格蘭帽
苏格兰王	蘇格蘭王
苏格兰裙	蘇格蘭裙
苏格兰队	蘇格蘭隊
苏武牧羊	蘇武牧羊
苏海韩潮	蘇海韓潮
苏秦刺股	蘇秦刺股
苏花公路	蘇花公路
苏迪曼杯	蘇迪曼杯
苏门答腊	蘇門答臘
苏门达腊	蘇門達臘
苏门长啸	蘇門長嘯
苏非主义	蘇非主義
苏非教派	蘇非教派
迪吉苏斯	迪吉蘇斯
阿苏火山	阿蘇火山
韩海苏潮	韓海蘇潮
下厂	下廠
八厂	八廠
六厂	六廠
冰厂	冰廠
分厂	分廠
前厂	前廠
厂部	厂部
原厂	原廠
各厂	各廠
外厂	外廠
大厂	大廠
小厂	小廠
工厂	工廠
厂主	廠主
厂名	廠名
厂商	廠商
厂地	廠地
厂址	廠址
厂外	廠外
厂子	廠子
厂家	廠家
厂容	廠容
厂房	廠房
厂方	廠方
厂棚	廠棚
厂牌	廠牌
厂矿	廠礦
厂税	廠稅
厂卫	廠衛
厂衣	廠衣
厂规	廠規
厂长	廠長
建厂	建廠
换厂	換廠
扩厂	擴廠
暖厂	暖廠
木厂	木廠
本厂	本廠
东厂	東廠
棉厂	棉廠
水厂	水廠
油厂	油廠
砖厂	磚廠
粥厂	粥廠
糖厂	糖廠
纱厂	紗廠
总厂	總廠
旧厂	舊廠
船厂	船廠
花厂	花廠
西厂	西廠
设厂	設廠
该厂	該廠
护厂	護廠
车厂	車廠
进厂	進廠
迁厂	遷廠
酒厂	酒廠
醣厂	醣廠
铜厂	銅廠
铁厂	鐵廠
开厂	開廠
电厂	電廠
鞋厂	鞋廠
马厂	馬廠
仁武厂	仁武廠
代工厂	代工廠
保养厂	保養廠
兵工厂	兵工廠
冶炼厂	冶煉廠
副厂长	副廠長
加工厂	加工廠
化工厂	化工廠
化纤厂	化纖廠
化肥厂	化肥廠
印刷厂	印刷廠
印染厂	印染廠
啤酒厂	啤酒廠
梦工厂	夢工廠
大厂县	大廠縣
定点厂	定點廠
工厂权	工廠權
工厂法	工廠法
厂字旁	廠字旁
厂用电	廠用電
厂礼拜	廠禮拜
成衣厂	成衣廠
晶圆厂	晶圓廠
染织厂	染織廠
核二厂	核二廠
核子厂	核子廠
核电厂	核電廠
棉纺厂	棉紡廠
榨油厂	榨油廠
模组厂	模組廠
机壳厂	機殼廠
毛纺厂	毛紡廠
水泥厂	水泥廠
汽车厂	汽車廠
淨水厂	淨水廠
焚化厂	焚化廠
焦化厂	焦化廠
炼油厂	煉油廠
炼焦厂	煉焦廠
炼糖厂	煉糖廠
热电厂	熱電廠
营建厂	營建廠
营造厂	營造廠
玩具厂	玩具廠
琉璃厂	琉璃廠
石化厂	石化廠
碾米厂	碾米廠
磨粉厂	磨粉廠
精炼厂	精煉廠
纸浆厂	紙漿廠
纺纱厂	紡紗廠
纺织厂	紡織廠
丝织厂	絲織廠
经厂本	經廠本
总机厂	總機廠
肥料厂	肥料廠
芯片厂	芯片廠
处理厂	處理廠
被服厂	被服廠
裂解厂	裂解廠
装订厂	裝訂廠
装配厂	裝配廠
赌钱厂	賭錢廠
车厂子	車廠子
轧钢厂	軋鋼廠
辗米厂	輾米廠
迪化厂	迪化廠
造币厂	造幣廠
造纸厂	造紙廠
造船厂	造船廠
酿酒厂	釀酒廠
锯木厂	鋸木廠
钢铁厂	鋼鐵廠
炼铜厂	鍊銅廠
炼钢厂	鍊鋼廠
炼铁厂	鍊鐵廠
铸币厂	鑄幣廠
零件厂	零件廠
电力厂	電力廠
电宰厂	電宰廠
电池厂	電池廠
食品厂	食品廠
麻油厂	麻油廠
保税工厂	保稅工廠
兵工厂队	兵工廠隊
化学工厂	化學工廠
半导体厂	半導體廠
地下工厂	地下工廠
工厂工业	工廠工業
工厂卫生	工廠衛生
扩建工厂	擴建工廠
核能电厂	核能電廠
活厂经营	活廠經營
煤气工厂	煤氣工廠
燃气电厂	燃氣電廠
营造厂商	營造廠商
自来水厂	自來水廠
血汗工厂	血汗工廠
装配工厂	裝配工廠
仙岩	仙岩
傅岩	傅巖
冰岩	冰岩
吕岩	呂岩
围岩	圍巖
基岩	基岩
奇岩	奇巖
山岩	山岩
岩圈	岩圈
岩土	岩土
岩基	岩基
岩屑	岩屑
岩层	岩層
岩心	岩心
岩棉	岩棉
岩溶	岩溶
岩浆	岩漿
岩床	岩牀
岩石	岩石
岩礁	岩礁
岩羊	岩羊
岩脉	岩脈
岩盐	岩鹽
峰岩	峰巖
嵌岩	嵌巖
巉岩	巉巖
岩壁	巖壁
岩居	巖居
岩岸	巖岸
岩巉	巖巉
岩岩	巖巖
岩徼	巖徼
岩村	巖村
岩洞	巖洞
岩墙	巖牆
岩画	巖畫
岩穴	巖穴
岩邑	巖邑
岩郎	巖郎
岩阻	巖阻
岩陛	巖陛
幽岩	幽巖
悬岩	懸巖
攀岩	攀巖
斑岩	斑岩
月岩	月岩
沙岩	沙岩
泥岩	泥岩
溶岩	溶岩
熔岩	熔岩
片岩	片岩
玢岩	玢岩
矽岩	矽岩
砂岩	砂岩
礁岩	礁岩
砾岩	礫岩
红岩	紅巖
绝岩	絕巖
脉岩	脈岩
裸岩	裸岩
镕岩	鎔岩
凿岩	鑿巖
页岩	頁岩
黄岩	黃岩
龙岩	龍巖
七星岩	七星巖
侵入岩	侵入岩
伟晶岩	偉晶岩
冰碛岩	冰磧岩
凝灰岩	凝灰岩
含油岩	含油岩
大岩桐	大巖桐
大理岩	大理岩
天心岩	天心岩
安山岩	安山岩
小岩洞	小巖洞
岩土体	岩土體
岩浆岩	岩漿岩
岩浆流	岩漿流
岩濑健	岩瀨健
岩石圈	岩石圈
岩石学	岩石學
岩石层	岩石層
岫岩县	岫巖縣
岩手县	巖手縣
岩流圈	巖流圈
岩蔷薇	巖薔薇
捕虏岩	捕虜岩
橄榄岩	橄欖岩
水成岩	水成岩
沈积岩	沈積岩
沉积岩	沉積岩
油页岩	油頁岩
泥灰岩	泥灰岩
泥质岩	泥質岩
流纹岩	流紋岩
深成岩	深成岩
溶岩流	溶岩流
浊积岩	濁積岩
火山岩	火山岩
火成岩	火成岩
熔岩流	熔岩流
熔岩湖	熔岩湖
片麻岩	片麻岩
玄武岩	玄武岩
珍珠岩	珍珠岩
叠层岩	疊層岩
石灰岩	石灰岩
石英岩	石英岩
矽质岩	矽質岩
硅质岩	硅質岩
硬页岩	硬頁岩
碎屑岩	碎屑岩
碳酸岩	碳酸岩
磨变岩	磨變岩
粉砂岩	粉砂岩
粒变岩	粒變岩
结晶岩	結晶岩
膨土岩	膨土岩
花岗岩	花崗岩
蛇纹岩	蛇紋岩
蛇绿岩	蛇綠岩
装岩机	裝岩機
角砾岩	角礫岩
角页岩	角頁岩
变质岩	變質岩
军舰岩	軍艦岩
辉绿岩	輝綠岩
辉长岩	輝長岩
凿岩机	鑿岩機
非层岩	非層巖
骨岩岩	骨巖巖
碱性岩	鹼性岩
黄岩区	黃巖區
黄岩岛	黃巖島
黑曜岩	黑曜岩
龙岩市	龍巖市
龙岩村	龍巖村
基性岩石	基性岩石
岩村明宪	岩村明憲
岩石循环	岩石循環
岩居穴处	巖居穴處
岩墙之下	巖牆之下
岩穴之士	巖穴之士
悬岩峭壁	懸巖峭壁
成岩作用	成岩作用
枕岩漱流	枕巖漱流
泥质页岩	泥質頁岩
灰岩残丘	灰巖殘丘
熔岩穹丘	熔岩穹丘
熔融岩浆	熔融岩漿
石灰岩洞	石灰岩洞
磷酸盐岩	磷酸鹽岩
超基性岩	超基性岩
造岩矿物	造岩礦物
重岩叠嶂	重巖疊嶂
金伯利岩	金伯利岩
风成砂岩	風成砂岩
下注	下注
备注	備註
倾注	傾注
仪注	儀注
加注	加註 加注
垂注	垂注
夹注	夾註
孤注	孤注
专注	專注
小注	小注
尾注	尾註
批注	批註
投注	投注
押注	押注
挹注	挹注
旁注	旁註
标注	標註
水注	水注
注儿	注兒
注入	注入
注到	注到
注塑	注塑
注子	注子
注射	注射
注心	注心
注意	注意
注慕	注慕
注本	注本
注水	注水
注油	注油
注消	注消
注满	注滿
注目	注目
注色	注色
注视	注視
注资	注資
注重	注重
注音	注音
流注	流注
浥注	浥注
滴注	滴注
浇注	澆注
灌注	灌注
眷注	眷注
笺注	箋註
签注	簽註
编注	編注
脚注	腳註
自注	自注
补注	補註
注上	註上
注冊	註冊
注册	註冊
注名	註名
注失	註失
注定	註定
注批	註批
注文	註文
注明	註明
注标	註標
注疏	註疏
注脚	註腳
注解	註解
注记	註記
注译	註譯
注释	註釋
注销	註銷
评注	評註
诠注	詮註
详注	詳註
译注	譯註
贯注	貫注
赌注	賭注
跗注	跗注
转注	轉註
这注	這注
关注	關注
附注	附註
集注	集註
下注解	下註解
不注意	不注意
备注栏	備註欄
古今注	古今注
夹注号	夾注號
专注力	專注力
投注站	投注站
新注音	新注音
水经注	水經注
注中奖	注中獎
注射剂	注射劑
注射器	注射器
注射液	注射液
注射筒	注射筒
注意到	注意到
注意力	注意力
注意看	注意看
注目礼	注目禮
注音文	注音文
注音法	注音法
浑仪注	渾儀註
灌注器	灌注器
注册人	註冊人
注冊单	註冊單
注冊日	註冊日
注冊码	註冊碼
注冊组	註冊組
注冊费	註冊費
起居注	起居注
转注字	轉註字
酒注子	酒注子
关注度	關注度
中注模样	中注模樣
令人注目	令人注目
俾资挹注	俾資挹注
值得注意	值得注意
倾耳注目	傾耳注目
全神灌注	全神灌注
